apartado,tipo,bien,bien_limpio,cluster,item,cluster_6947,cluster_2275,cluster_1015,cluster_684,cluster_405,cluster_236,cluster_137,cluster_85,cluster_50,cluster_29,cluster_21,cluster_16,cluster_15,cluster_12,cluster_8,cluster_7,cluster_5,cluster_4,cluster_3,cluster_2,cluster_1
Equipo,Equipo,TRAJETA MADRE,trajeta madre,0,trajeta,347,734,385,385,385,75,37,37,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,IMPRESORA EPSON DE MATRIZ FX2190,impresora epson matriz fx,0,impresora,534,1689,323,323,323,53,20,42,2,3,3,3,3,3,3,0,0,0,0,0,0
Mobiliario,Mobiliario,BUTACAS EN POLIPROPILENO COLOR AZUL CON PALETA Y PARRILLA PORTA LIBROS MODELO OHP-2600.,butacas polipropileno color azul paleta parrilla porta libros modelo ohp,0,butacas,2950,799,734,2,4,132,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Equipo,Equipo,DISCO DURO EXTERNO USB 2.0,disco duro externo usb,1,disco,332,1617,545,174,174,94,11,23,23,23,11,11,11,11,2,2,2,2,2,0,0
Equipo,Equipo,"SOPORTES DE FABRICACIÓN ESPECIAL,",soportes fabricación especial,0,soportes,143,2213,518,518,88,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"CENICERO-BASURERO 12 GAL ACERO/PULIDO 15""DIA.28-1/4"" A",cenicerobasurero gal aceropulido dia,0,cenicerobasurero,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,DELTA PLATE ACCCESORIO RIGGING PARA INCLINACION SOPORTE PARA ANGULAR EL AUDIO,delta plate acccesorio rigging inclinacion soporte angular audio,0,delta,4375,1839,226,453,55,170,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,Libro de pasta color verde con imágenes juguetes y figuras de la época colonial como calaveras de ca,libro pasta color verde imágenes juguetes figuras época colonial calaveras ca,2,libro,3753,1740,42,112,226,226,32,11,24,11,6,6,6,6,6,6,1,0,0,0,0
Mobiliario,Mobiliario,SILLON PARA VISITA MODELO RE-1018,sillon visita modelo re,0,sillon,2187,52,861,16,195,77,16,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,TARJETA DE LOOP MODELO 9409-010,tarjeta loop modelo,0,tarjeta,2866,1326,203,106,30,75,37,37,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"REPORTE ACADÉMICO DETALLADO SOBRE LAS EXCAVACIONES Y HALLAZGOS EN EL SITIO ARQUEOLÓGICO DE GUASAVE,",reporte académico detallado excavaciones hallazgos sitio arqueológico guasave,0,reporte,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"MODELOS Y TEORÍAS EN ENFERMERÍA, SEGUN FACTURA 5614",modelos teorías enfermería segun factura,0,modelos,2506,1158,138,278,113,113,17,71,35,5,12,12,12,0,1,0,0,0,0,0,0
Equipo,Equipo,M TM ECS 945GGCT-M CORE 2 LGA 775 1333M MHZ CORE2 DUO/DDR2,m tm ec ggctm core lga m mhz core duoddr,0,m,3439,212,482,405,189,62,126,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,TECLADO CONFORT CURVO,teclado confort curvo,0,teclado,996,1149,574,574,69,69,69,69,34,16,16,7,0,1,1,0,0,0,0,0,0
Libro,Libro,EL RECONOCIMIENTO DE LA CIUDADANIA DE LAS MUJERES POR PARTE DEL ESTADO Y DE LA SOCIEDAD EN SU CONJUN,reconocimiento ciudadania mujeres parte sociedad conjun,0,reconocimiento,5135,344,186,9,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"Archivero vertical con un cajon papelero y un cajon gaveta archivero, con corredera de extensión y c",archivero vertical cajon papelero cajon gaveta archivero corredera extensión c,0,archivero,14,1748,618,226,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"CPU DELL PROCESADOR INTEL CORE 2 DUO, 2GB DE MOMERIA RAM, 160 GB DE DISCO DURO, UNIDAD DVD RW,",cpu dell procesador intel core duo gb momeria ram gb disco duro unidad dvd rw,1,cpu,6057,104,418,118,37,2,52,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,"TELEFONO, COLOR NEGRO, FACTURA 36770, NOTA DE DEBITO 14155",telefono color negro factura nota debito,4,telefono,4115,331,330,220,220,220,31,17,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,KIT ON THE MINUTE EMPLEADOS ILIMITADO,kit on the minute empleados ilimitado,0,kit,3010,1949,512,512,47,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"NI 9401 8 CHANNEL, 100 NS, TTL DIGITAL",channel n ttl digital,0,channel,1724,1724,311,311,311,155,77,77,3,7,7,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,ENGRAPADORA NEUMATICA,engrapadora neumatica,0,engrapadora,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,ANALISIS DE LAS CONCECUENCIAS DEL PROCESO DE TRANSECION EN EL ESTADO DE JALISCO A LA ECONOMIA GLOBAL,analisis concecuencias proceso transecion jalisco economia global,0,analisis,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MODULO DE MEMORIA 1 GB PARA LAP TOP,modulo memoria gb lap top,1,modulo,5955,2171,272,545,272,135,135,67,33,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,AUTOMATIZADO DE HEMATOLOGIA,automatizado hematologia,0,automatizado,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,FILTRO IN-LINE SOLVENT SS 2UM 1/16ª,filtro inline solvent s um ª,0,filtro,710,472,945,472,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MONITOR PLANO CON BOCINAS INTEGRADAS PLXCX/LABGC8,monitor plano bocinas integradas plxcxlabgc,0,monitor,166,1300,447,447,223,223,34,22,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,"Computadora portátil MacBook Pro, color negro con gris metalizado,  de 15 pulgadas con pantalla pano",computadora portátil macbook pro color negro gris metalizado pulgadas pantalla pano,4,computadora,3918,1464,1001,484,2,15,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MOUSE OPTICO PLXCX/LABGC4,mouse optico plxcxlabgc,0,mouse,656,923,923,160,160,160,79,79,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,TECLADO PLXCX/LABGC1,teclado plxcxlabgc,0,teclado,996,1149,574,574,69,69,69,69,34,16,16,7,0,1,1,0,0,0,0,0,0
Libro,Libro,"LIBRO ""GREAT BRITISH PACKAGING""",libro great british packaging,2,libro,1023,2047,511,511,255,127,127,63,31,15,15,15,7,7,7,3,3,3,1,1,0
Equipo,Equipo,REGULADOR 8 CONTACTOS PLXCX/LABGC11,regulador contactos plxcxlabgc,0,regulador,1236,348,89,360,360,192,21,52,12,6,14,14,14,0,1,0,0,0,0,0,0
Libro,Libro,"126260, APOYO DE LIBROS PARA LA MAESTRÍA EN LITERATURAS COMPARADAS CON APOYO PROAPI",apoyo libros maestría literaturas comparadas apoyo proapi,0,apoyo,577,227,913,146,146,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,REGULADOR DE CORRIENTE CON 8 CONTACTOS,regulador corriente contactos,0,regulador,6468,881,881,137,48,98,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Libro,Libro,"125467, APOYO DE LIBROS PARA LA MAESTRÍA EN LITERATURAS COMPARADAS CON APOYO PROAPI",apoyo libros maestría literaturas comparadas apoyo proapi,0,apoyo,577,227,913,146,146,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,LIBRO NUEVO PASTA BLANDA COLOR GRIS CON LETRAS EN COLOR NEGRO,libro nuevo pasta blanda color gris letras color negro,2,libro,6109,899,396,52,105,105,106,14,14,14,6,6,6,6,6,6,1,0,0,0,0
Equipo,Equipo,TRIPPLITE NO BREACK,tripplite breack,0,tripplite,167,1401,256,514,130,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,ESPEJO NO.5,espejo,0,espejo,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CAMARA ELECTROFORESIS HORIZONTAL PARA GELES DE 7x8cm Y 400ml DE BUFFER,camara electroforesis horizontal geles xcm ml buffer,0,camara,6697,1023,907,73,149,74,74,74,11,9,9,9,9,9,4,4,4,1,0,0,0
Equipo,Equipo,"MONITOR LCD 19"" COLOR GRIS/PLATA",monitor lcd color grisplata,4,monitor,285,1971,176,353,112,112,55,55,27,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,"DISCO DURO P/ LAP TOP (NO INVENTARIABLE). INTERNO, DE 80 GB, 5400 RPM NOTEBOOK FACTURA 2039. NOTA DE",disco duro p lap top inventariable interno gb rpm notebook factura nota,1,disco,6811,844,236,46,119,2,52,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,ACCESORIO MICROSCOPIO,accesorio microscopio,0,accesorio,581,402,318,11,50,101,102,50,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"TRABAJO CLÁSICO DEL ARQUEÓLOGO NORTEAMERICANO LISTER, SOBRE LA ARQUEOLOGÍA DEL OCCIDENTE DE MÉXICO,",trabajo clásico arqueólogo norteamericano lister arqueología occidente méxico,0,trabajo,2596,1041,276,33,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"124857, APOYO DE LIBROS PARA LA MAESTRÍA EN LITERATURAS COMPARADAS CON APOYO PROAPI",apoyo libros maestría literaturas comparadas apoyo proapi,0,apoyo,577,227,913,146,146,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,DISCO DURO HP  POCKET D.D. 80GB,disco duro hp pocket dd gb,1,disco,4153,40,10,29,36,148,11,23,23,23,11,11,11,11,2,2,2,2,2,0,0
Equipo,Equipo,ARNES DE REJA DE DESCONECCION RAPIDA CON CONECTOR  DB - 9 PARA RATA,arnes reja desconeccion rapida conector db rata,0,arnes,3141,2109,539,539,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,RUTEADOR 802.11G LINKSYS,ruteador g linksys,0,ruteador,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"LIBRO CON 2 CDS ""GRAPHIC ORNAMENTS""",libro cd graphic ornament,2,libro,1079,2160,280,85,344,171,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,SCANNER SEGUN FACTURA 63195,scanner segun factura,0,scanner,2213,426,853,167,39,18,15,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,Monitor lcd de color de 17 pl.,monitor lcd color pl,4,monitor,285,1971,176,353,112,112,55,55,27,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,MALETIN CASE LOGIC,maletin case logic,0,maletin,379,893,427,427,27,114,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"DICTAMEN SOBRE DIOS, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 53185, SE",dictamen dios apoyo dr gerardo gutiérrez cham proyecto sniconacyt,0,dictamen,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"1 ENCLOUSURE EXTERNO USB SATA/IDE (MAC/PC ) 3.5"" 1 DISCO DURO DE 200 GB SATA/IDE",enclousure externo usb sataide macpc disco duro gb sataide,1,enclousure,332,1617,545,174,174,94,11,23,23,23,11,11,11,11,2,2,2,2,2,0,0
Equipo,Equipo,BEBEDERO DE ACERO INOXIDABLE PARA ROEDOR,bebedero acero inoxidable roedor,0,bebedero,689,1013,233,467,233,233,116,57,28,28,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR LCD 21"" PLANO CON BOCINAS, SEGUN FACTURA 31985, 36474",monitor lcd plano bocinas segun factura,0,monitor,6462,1300,447,447,223,223,34,22,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,CAMARA DE VIDEO DIGITAL SONY DCR-HC38 MINI DV,camara video digital sony dcrhc mini dv,0,camara,6218,18,593,109,219,219,109,16,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"ESTÉTICA, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 53185, SEGREGACIÓN Y",estética apoyo dr gerardo gutiérrez cham proyecto sniconacyt segregación,0,estética,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"ANATOMÍA DEL AMOR, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 53185 SEGRE",anatomía amor apoyo dr gerardo gutiérrez cham proyecto sniconacyt segre,0,anatomía,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,NOBREAK 6 CONTACTOS.,nobreak contactos,0,nobreak,1119,1914,956,215,215,192,21,52,12,6,14,14,14,0,1,0,0,0,0,0,0
Equipo,Equipo,TARJETA DE RED WIRRELESS USB,tarjeta red wirreless usb,0,tarjeta,3303,809,79,322,322,75,37,37,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"IMPRESORA DE COLOR, PHOTOSMART, MODELO C7280.",impresora color photosmart modelo c,4,impresora,3024,147,3,65,5,72,132,21,21,3,3,3,3,3,3,0,0,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO TRES GAVETAS,archivero tres gavetas,0,archivero,2994,1532,126,60,131,131,131,65,32,10,10,10,10,10,0,1,1,0,0,0,0
Equipo,Equipo,PORTA CPU PLXUNI/INS $11.00 PESOS * DOLAR,porta cpu plxuniins peso dolar,0,porta,5782,1005,228,457,228,228,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ACERVOS EN LAMINA CAL. 18 DE 03 NIVELES Y DOS VISTAS CON COSTADOS EN FORMAICA CON CANTOS EN MADERA S,acervos lamina cal niveles do vista costados formaica canto madera s,0,acervos,4863,130,51,38,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,REGULADOR NO BREAK PLXCX/LABG,regulador break plxcxlabg,0,regulador,761,1524,550,550,66,66,66,52,12,6,14,14,14,0,1,0,0,0,0,0,0
Libro,Libro,"LIBRO DE EDUCACION FISICA EN PREESCOLAR. UN ENFOQUE MOTRIZ, AFECTIVO, COGNOSCITIVO Y SOCIAL",libro educacion fisica preescolar enfoque motriz afectivo cognoscitivo social,2,libro,862,1225,628,628,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"123693, APOYO DE LIBROS PARA EL DOCTORADO EN ESTUDIOS LITERARIOS Y LINGÜÍSTICOS CON APOYO PROAPI",apoyo libros doctorado estudios literarios lingüísticos apoyo proapi,0,apoyo,577,227,913,146,146,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,BIBLIOTECA CON NÚMERO DE FACTURA 386 Y CON NOTA DE DÉBITO 14617.TRES TOMOS.,biblioteca número factura nota débito tres tomos,0,biblioteca,2218,2218,982,220,220,220,31,17,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"OBRAS REUNIDAS I, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 53185, SEGRE",obras reunidas i apoyo dr gerardo gutiérrez cham proyecto sniconacyt segre,0,obras,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MALETÍN DE POLIÉSTER PARA LAP TOP,maletín poliéster lap top,0,maletín,881,2171,272,545,272,135,135,67,33,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"1001 SIMBOLOS, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 53185 SEGREGACI",simbolos apoyo dr gerardo gutiérrez cham proyecto sniconacyt segregaci,0,simbolos,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"Libro de portada en color azul, con imagen de la foto de Carlos Marx y foto aérea de una  ciudad.",libro portada color azul imagen foto carlos marx foto aérea ciudad,2,libro,5628,2115,807,14,75,68,32,11,24,11,6,6,6,6,6,6,1,0,0,0,0
Libro,Libro,"THE OXFORD IN INDIA READINGS IN SOCIOLOGY AND SOCIAL ANTROPOLOGY COMPRISES A SET OF VOLUMES, EACH ON",the oxford in india reading in sociology and social antropology comprises set of volume each on,0,the,6079,72,14,248,117,58,117,25,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"Calibrador 0-25mm (1"")",calibrador mm,0,calibrador,428,1123,561,561,280,46,94,16,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"IMPRESORA HP LASER RESOLUCION 1200X1200 DPI IMPRESION DE LA PRIMERA PAGINA 8 SEGUNDOS, IMPRESION AUT",impresora hp laser resolucion x dpi impresion primera pagina segundos impresion aut,0,impresora,2247,197,793,30,125,52,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,DISCO DURO 160GB IDE,disco duro gb ide,1,disco,757,1704,351,29,36,148,11,23,23,23,11,11,11,11,2,2,2,2,2,0,0
Equipo,Equipo,PROYECTOR 1500 LUMENS/PJ556,proyector lumenspj,0,proyector,1019,358,62,253,58,3,18,18,18,18,18,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"LIBRO ""NUEVA CRITICA FEMINISTA DE ARTE""",libro nueva critica feminista arte,2,libro,1340,586,204,204,204,35,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"LIBRO ""TIEMPO DE FEMINISMO""",libro tiempo feminismo,2,libro,790,1581,790,262,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"(CPU) COMPUTADORA HP COMPAQ DC5750 MT ATHLON 160GB, 2GB, DVD+/RW S.O. FREEDOS N/S: MXJ8110060 INVENT",cpu computadora hp compaq dc mt athlon gb gb dvdrw so freedos n mxj invent,1,cpu,1413,194,425,287,19,80,22,45,19,19,19,1,0,1,1,0,0,0,0,0,0
Libro,Libro,"INTR. A LA FENOMENOLOGÍA, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 5318",intr fenomenología apoyo dr gerardo gutiérrez cham proyecto sniconacyt,0,intr,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"LIBRO ""ANDAMIOS PARA UNA NUEVA CIUDAD""",libro andamios nueva ciudad,2,libro,1340,586,204,204,204,35,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"IMPRESORA MULTIFUNCIONAL HPLASERJET M1120 MFP, NUMERO DE PRODUCTO CB537A",impresora multifuncional hplaserjet m mfp numero producto cba,0,impresora,2574,967,967,35,145,53,20,42,2,3,3,3,3,3,3,0,0,0,0,0,0
Equipo,Equipo,"(CPU) COMPUTADORA HP COMPAQ DC5750 MT ATHLON 160GB, 2GB, DVD+/RW S.O. FREEDOS N/S: MXJ811006Y INVENT",cpu computadora hp compaq dc mt athlon gb gb dvdrw so freedos n mxjy invent,1,cpu,1413,194,425,287,19,80,22,45,19,19,19,1,0,1,1,0,0,0,0,0,0
Libro,Libro,"LIBRO ""ES LA ARQUITECTURA UN TEXTO? Y OTROS ESCRITOS""",libro arquitectura texto escritos,2,libro,4966,749,749,374,374,1,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,COMPUTADORA PORTATIL CORE D2/1GB/120GB/CDRW/15.4/WVB,computadora portatil core dgbgbcdrwwvb,1,computadora,2616,356,482,405,189,62,126,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Libro,Libro,"124892, APOYO DE LIBROS PARA LA MAESTRÍA EN LITERATURAS COMPARADAS CON APOYO PROAPI",apoyo libros maestría literaturas comparadas apoyo proapi,0,apoyo,577,227,913,146,146,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,ESTE ES UN LIBRO QUE HABLA HACERCA DE LAS NUEVAS COMUNIDADES DE APRENDIZAJE EN INTERNET,libro habla hacerca nuevas comunidades aprendizaje internet,2,libro,4464,518,551,551,130,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR DELL HIGH COLOR 30"" INCH 3007FPW 222-7175 No. INVENTARIO: AB00418",monitor dell high color inch fpw inventario ab,4,monitor,3799,789,40,164,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"OBRAS III ENSAYO Y OBRA PERIODÍSTICA, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-",obras iii ensayo obra periodística apoyo dr gerardo gutiérrez cham proyecto sni,0,obras,5162,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CAFETERA TURMIX PARA 100 TAZAS,cafetera turmix tazas,0,cafetera,540,43,712,54,109,109,54,54,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MEMORIA USB ADATA RB1   1GB  NMC7C0381,memoria usb adata rb gb nmcc,1,memoria,3220,1192,122,493,41,94,11,23,23,23,11,11,11,11,2,2,2,2,2,0,0
Libro,Libro,"3 VOLUMENES MAS UNA GUÍA ""TABLAS DE CONVERSIÓN DEWEY-LC""",volumenes ma guía tablas conversión deweylc,0,volumenes,2962,1842,920,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"ARCHIVERO VERTICAL DE DOS CAJONES Y UNA GABETA TAMAÑO OFICIO CON SISTEMA CONLGANTE, PRIMERA CALIDAD",archivero vertical do cajones gabeta tamaño oficio sistema conlgante primera calidad,0,archivero,2158,205,684,0,1,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Libro,Libro,AULAS-PARTICIPACIÓN EN CLASE.,aulasparticipación clase,0,aulasparticipación,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR AL2416WBSD 24"" IN TFT LCD 1 9X12 1000:1 VGA DV1-D No. INVENTARIO AB00419",monitor alwbsd in tft lcd x vga dvd inventario ab,0,monitor,4975,789,40,164,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,SWITCH PLXCX/CCO,switch plxcxcco,0,switch,1584,1484,516,59,239,119,119,59,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"EN EL LIBRO SE PRESENTAN NOVEDOSAS HERRAMIENTAS DE TRABAJO, CONTIENE LOS CONCEPTOS NECESARIOS PARA E",libro presentan novedosas herramientas trabajo contiene conceptos necesarios,2,libro,3584,871,263,528,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,REFRIGERADOR MARCA ARIES PARA GAS,refrigerador marca aries gas,0,refrigerador,5559,808,747,373,373,17,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,COMPUTADORA HP PAVILLON 3220A,computadora hp pavillon,1,computadora,677,1355,590,56,83,83,83,83,19,19,19,1,0,1,1,0,0,0,0,0,0
Equipo,Equipo,PROGRAMA PARA TOPOGRAFÍA MÓDULOS BÁSICOS V 3.0 LICENCIA 1-031-1-3410 LOCK CODE 28343-23962CÓDIGO,programa topografía módulos básicos v licencia lock code código,0,programa,5046,1906,738,21,11,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,"TEXTO, CONTEXTO Y SITUACIÓN, APOYO PARA EL DR. GERARDO GUTIÉRREZ CHAM PARA EL PROYECTO SNI-CONACYT 5",texto contexto situación apoyo dr gerardo gutiérrez cham proyecto sniconacyt,0,texto,290,703,703,351,351,42,42,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,KIT GUARDIAN REAL TIME,kit guardian real time,0,kit,470,1884,515,515,257,128,128,16,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MICROSCOPIO, DME 20MM PLAN OUTFIT, INCLUYE: ACCESORIOS DE CONTRASTE DE FASES: ANILLO DE CAMPO OSCURO",microscopio dme mm plan outfit incluye accesorios contraste fas anillo campo oscuro,0,microscopio,4608,1943,664,664,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,COMPUTADORA COMPLETA HP PAVILLON A6300LA e21400 2GB. CD/DVD-RW. WINDOWS VISTA H;,computadora completa hp pavillon ala gb cddvdrw window vista h,1,computadora,6528,1985,952,32,132,26,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Libro,Libro,LIBRO DE ALEMAN PASTA COLOR TINTO IMAGEN DE UNA MANO CON CRONOMETRO INCLUYE UN PEQUEÑO DICCIONARIO C,libro aleman pasta color tinto imagen mano cronometro incluye pequeño diccionario c,2,libro,3390,27,153,616,31,1,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,AUDIFONO MICROFONO CON PTT Y VOX,audifono microfono ptt vox,0,audifono,399,1260,475,223,111,111,111,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR ACER 19"" LCD 1440 X 900",monitor acer lcd x,0,monitor,118,1462,405,92,186,186,34,22,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,"PANTALLA LCD DE 42"" SERIE:E9883DA002069",pantalla lcd serieeda,0,pantalla,1623,1314,140,282,112,112,55,55,27,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,ESPECTROFOTOMETRO (SISTEMA RAMAN),espectrofotometro sistema raman,0,espectrofotometro,2129,1711,244,141,141,70,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ARMARIO METROPOLITANO,armario metropolitano,0,armario,1305,585,585,585,81,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MESA DE MADERA TIPO BARRA DE TRABAJO EMPOTRADA EN PARED PLXTEP/SMA,mesa madera tipo barra trabajo empotrada pared plxtepsma,0,mesa,3915,1497,362,362,236,117,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Libro,Libro,LIBRO BLANCO CON LETRAS E AZUL Y NEGRO E IMAGEN DE ISTEMAS,libro blanco letras azul negro imagen istemas,2,libro,657,968,284,43,60,68,32,11,24,11,6,6,6,6,6,6,1,0,0,0,0
Equipo,Equipo,LAP TOP MARCA DELL XPS M1330 T9500 2.6 GHZ,lap top marca dell xps m t ghz,0,lap,3759,1730,272,545,272,135,135,67,33,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"CAMARA DIGITALFACTURA 28100ELECTRONICA, COMPONENTES Y SERVICIOS SA DE CV",camara digitalfactura electronica componentes servicios sa cv,0,camara,2556,99,298,298,139,139,31,17,4,0,2,0,1,0,1,0,0,0,0,0,0
